name,price,image_url,image_name
Sony DualSense Controller,10200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PlayStation-5-DualSense-Wireless-Controller.jpg,PlayStation-5-DualSense-Wireless-Controller.jpg
Sony DualSense Edge Controller,28200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/DualSense-Edge-Wireless-Controller.jpg,DualSense-Edge-Wireless-Controller.jpg
SONY KD-43X75K,75000,https://www.avicomm.co.ke/wp-content/uploads/2024/04/237a3a285a7fa9f731c3e89f159cb51d.avif,237a3a285a7fa9f731c3e89f159cb51d.avif
SONY MDR-ZX110AP,,https://www.avicomm.co.ke/wp-content/uploads/2024/04/edf4008ab0018bab29a2ec9ed4be6a25.jpg,edf4008ab0018bab29a2ec9ed4be6a25.jpg
SONY PLAYSTATION PS5 SLIM,79800,https://www.avicomm.co.ke/wp-content/uploads/2024/04/PS5-Disc-Slim-New-Hero-1.webp,PS5-Disc-Slim-New-Hero-1.webp
Sony PS5 Pro 2TB,124200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PS5-PlayStation-5-Pro.webp,PS5-PlayStation-5-Pro.webp
SONY WF-1000XM5,27000,https://www.avicomm.co.ke/wp-content/uploads/2024/04/115577_original_local_1200x1050_v3_converted.webp,115577_original_local_1200x1050_v3_converted.webp
SONY WH-1000XM4,26400,https://www.avicomm.co.ke/wp-content/uploads/2024/04/Sony-WH-1000XM4-01.jpg.webp,Sony-WH-1000XM4-01.jpg.webp
SONY WH-1000XM5,34800,https://www.avicomm.co.ke/wp-content/uploads/2024/04/103364_original_local_1200x1050_v3_converted.webp,103364_original_local_1200x1050_v3_converted.webp
Sony WH-1000XM6 – Black,52200,https://www.avicomm.co.ke/wp-content/uploads/2025/07/Sony-WH-1000XM6-Black.webp,Sony-WH-1000XM6-Black.webp
SONY WH-CH520,4600,https://www.avicomm.co.ke/wp-content/uploads/2024/04/00-7.webp,00-7.webp
TECNO POP 8 BG6 – 6.6″,12200,https://www.avicomm.co.ke/wp-content/uploads/2024/11/tecno_bg6_128-jpg.webp,tecno_bg6_128-jpg.webp
TECNO SPARK 10 PRO KI7 – 6.8″ – 128GB+8GB,24400,https://www.avicomm.co.ke/wp-content/uploads/2024/11/Tecno-Spark-10-Pro-a-1.jpg,Tecno-Spark-10-Pro-a-1.jpg
TECNO SPARK 20C BG7 – 6.6″ – 256GB+4GB,16900,https://www.avicomm.co.ke/wp-content/uploads/2024/11/Tecno-Spark-20C_1.jpg,Tecno-Spark-20C_1.jpg
Vivo V50 Lite – 6.77″,39600,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Vivo-V50-Lite-5G-b.jpg,Vivo-V50-Lite-5G-b.jpg
Vivo V60 Lite – 6.77″ – 256GB+8GB,36600,https://www.avicomm.co.ke/wp-content/uploads/2026/03/vIVO-v60-Lite-4G-a.jpg,vIVO-v60-Lite-4G-a.jpg
Vivo V60 Lite 5G – 6.77″ – 256GB+12GB,45000,https://www.avicomm.co.ke/wp-content/uploads/2026/03/Vivo-V60-Lite-5G-a.webp,Vivo-V60-Lite-5G-a.webp
Vivo Y04e – 6.56″ – 64GB+4GB,12300,https://www.avicomm.co.ke/wp-content/uploads/2026/03/vivo-Y04e-price-in-Kenya.webp,vivo-Y04e-price-in-Kenya.webp
Vivo Y31d – 6.75″ – 256GB+8GB,31700,https://www.avicomm.co.ke/wp-content/uploads/2026/03/Vivo-Y31d.webp,Vivo-Y31d.webp
WHOOP Peak 5.0 Sensor,37200,https://www.avicomm.co.ke/wp-content/uploads/2025/09/WHOOP-Peak-5.0-Sensor.jpg,WHOOP-Peak-5.0-Sensor.jpg
Xiaomi Redmi 15C – 6.9″,16100,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Redmi-15C-3.jpg,Redmi-15C-3.jpg
Xiaomi Redmi Note 14 Pro – 6.67″,37100,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Redmi-Note-14-Pro-5G.jpg,Redmi-Note-14-Pro-5G.jpg
Xiaomi Redmi Note 14 Pro+ 5G – 6.67″,48300,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Redmi-Note-14-Pro-Plus-5G_1.jpg,Redmi-Note-14-Pro-Plus-5G_1.jpg
Xiaomi Redmi Note 15 – 6.77″ – Purple,28500,https://www.avicomm.co.ke/wp-content/uploads/2026/01/Redmi-Note-15.webp,Redmi-Note-15.webp
Xiaomi Redmi Note 15 Pro – 6.83″ – Black,42000,https://www.avicomm.co.ke/wp-content/uploads/2026/02/Redmi-Note-15-Pro-5G-5.webp,Redmi-Note-15-Pro-5G-5.webp
Xiaomi Redmi Pad Pro 5G,52800,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Xiaomi-Redmi-Pad-Pro-5G.jpeg,Xiaomi-Redmi-Pad-Pro-5G.jpeg
Xiaomi Watch 2,16800,https://www.avicomm.co.ke/wp-content/uploads/2025/06/xiaomi-watch2-2.jpg,xiaomi-watch2-2.jpg
